name,parent,weight
rifampin,Antituberculars,
rifapentine,Antituberculars,
dapsone,Antimycobacterials Other,
rifabutin,Antimycobacterials Other,
altretamine,Alkylating Agents,
chlorambucil,Alkylating Agents,
mechlorethamine,Alkylating Agents,
melphalan,Alkylating Agents,
melphalan,Alkylating Agents,
lomustine,Alkylating Agents,
busulfan,Alkylating Agents,
cyclophosphamide,Alkylating Agents,
cyclophosphamide,Alkylating Agents,
procarbazine,Alkylating Agents,
procarbazine,Alkylating Agents,
enzalutamide,Antiandrogens,
bicalutamide,Antiandrogens,
flutamide,Antiandrogens,
nilutamide,Antiandrogens,
abiraterone,Antiandrogens,
lenalidomide,Antiangiogenic Agents,
lenalidomide,Antiangiogenic Agents,
pomalidomide,Antiangiogenic Agents,
thalidomide,Antiangiogenic Agents,
estramustine,Antiestrogens/Modifiers,
estramustine,Antiestrogens/Modifiers,
estramustine,Antiestrogens/Modifiers,
tamoxifen,Antiestrogens/Modifiers,
tamoxifen,Antiestrogens/Modifiers,
toremifene,Antiestrogens/Modifiers,
toremifene,Antiestrogens/Modifiers,
mercaptopurine,Antimetabolites,
mercaptopurine,Antimetabolites,
thioguanine,Antimetabolites,
thioguanine,Antimetabolites,
hydroxyurea,Antimetabolites,
anastrozole,Aromatase Inhibitors 3rd Generation,
exemestane,Aromatase Inhibitors 3rd Generation,
letrozole,Aromatase Inhibitors 3rd Generation,
etoposide,Enzyme Inhibitors,
etoposide,Enzyme Inhibitors,
topotecan,Enzyme Inhibitors,
topotecan,Enzyme Inhibitors,
vemurafenib,Molecular Target Inhibitors,
dabrafenib,Molecular Target Inhibitors,
dabrafenib,Molecular Target Inhibitors,
trametinib,Molecular Target Inhibitors,
trametinib,Molecular Target Inhibitors,
ibrutinib,Molecular Target Inhibitors,
afatinib,Molecular Target Inhibitors,
afatinib,Molecular Target Inhibitors,
erlotinib,Molecular Target Inhibitors,
erlotinib,Molecular Target Inhibitors,
vismodegib,Molecular Target Inhibitors,
ruxolitinib,Molecular Target Inhibitors,
ruxolitinib,Molecular Target Inhibitors,
everolimus,Molecular Target Inhibitors,
crizotinib,Molecular Target Inhibitors,
bosutinib,Molecular Target Inhibitors,
bosutinib,Molecular Target Inhibitors,
dasatinib,Molecular Target Inhibitors,
dasatinib,Molecular Target Inhibitors,
imatinib,Molecular Target Inhibitors,
imatinib,Molecular Target Inhibitors,
nilotinib,Molecular Target Inhibitors,
nilotinib,Molecular Target Inhibitors,
ponatinib,Molecular Target Inhibitors,
ponatinib,Molecular Target Inhibitors,
lapatinib,Molecular Target Inhibitors,
lapatinib,Molecular Target Inhibitors,
axitinib,Molecular Target Inhibitors,
cabozantinib,Molecular Target Inhibitors,
cabozantinib,Molecular Target Inhibitors,
pazopanib,Molecular Target Inhibitors,
regorafenib,Molecular Target Inhibitors,
regorafenib,Molecular Target Inhibitors,
sorafenib,Molecular Target Inhibitors,
sorafenib,Molecular Target Inhibitors,
sunitinib,Molecular Target Inhibitors,
sunitinib,Molecular Target Inhibitors,
rituximab,Monoclonal Antibodies,
ofatumumab,Monoclonal Antibodies,
alitretinoin,Retinoids,
bexarotene,Retinoids,
tretinoin,Retinoids,
tretinoin,Retinoids,
fludarabine,Antineoplastics Other,
fludarabine,Antineoplastics Other,
leucovorin,Antineoplastics Other,
leucovorin,Antineoplastics Other,
leucovorin,Antineoplastics Other,
mitoxantrone,Antineoplastics Other,
mitoxantrone,Antineoplastics Other,
vorinostat,Antineoplastics Other,
albendazole,Anthelmintics,
albendazole,Anthelmintics,
ivermectin,Anthelmintics,
mebendazole,Anthelmintics,
praziquantel,Anthelmintics,
artemether and lumefantrine,Antiprotozoals,
atovaquone and proguanil hydrochloride,Antiprotozoals,
chloroquine,Antiprotozoals,
chloroquine,Antiprotozoals,
chloroquine,Antiprotozoals,
chloroquine,Antiprotozoals,
hydroxychloroquine,Antiprotozoals,
hydroxychloroquine,Antiprotozoals,
mefloquine,Antiprotozoals,
mefloquine,Antiprotozoals,
primaquine,Antiprotozoals,
primaquine,Antiprotozoals,
pyrimethamine,Antiprotozoals,
pyrimethamine,Antiprotozoals,
quinine,Antiprotozoals,
quinine,Antiprotozoals,
quinine,Antiprotozoals,
quinine,Antiprotozoals,
quinine,Antiprotozoals,
quinine,Antiprotozoals,
atovaquone,Antiprotozoals,
nitazoxanide,Antiprotozoals,
pentamidine,Antiprotozoals,
pentamidine,Antiprotozoals,
benzyl alcohol,Pediculicides/Scabicides,
crotamiton,Pediculicides/Scabicides,
lindane,Pediculicides/Scabicides,
malathion,Pediculicides/Scabicides,
permethrin,Pediculicides/Scabicides,
spinosad,Pediculicides/Scabicides,
benztropine,Anticholinergics,
benztropine,Anticholinergics,
diphenhydramine,Anticholinergics,
diphenhydramine,Anticholinergics,
diphenhydramine,Anticholinergics,
diphenhydramine,Anticholinergics,
diphenhydramine,Anticholinergics,
diphenhydramine,Anticholinergics,
trihexyphenidyl,Anticholinergics,
trihexyphenidyl,Anticholinergics,
apomorphine,Dopamine Agonists,
apomorphine,Dopamine Agonists,
bromocriptine,Dopamine Agonists,
bromocriptine,Dopamine Agonists,
pramipexole,Dopamine Agonists,
pramipexole,Dopamine Agonists,
ropinirole,Dopamine Agonists,
ropinirole,Dopamine Agonists,
rotigotine,Dopamine Agonists,
carbidopa,Dopamine Precursors/L-Amino Acid Decarboxylase Inhibitors,
carbidopa and levodopa,Dopamine Precursors/L-Amino Acid Decarboxylase Inhibitors,
rasagiline,Monoamine Oxidase B (MAO-B) Inhibitors,
rasagiline,Monoamine Oxidase B (MAO-B) Inhibitors,
selegiline,Monoamine Oxidase B (MAO-B) Inhibitors,
selegiline,Monoamine Oxidase B (MAO-B) Inhibitors,
entacapone,Antiparkinson Agents Other,
tolcapone,Antiparkinson Agents Other,
amantadine,Antiparkinson Agents Other,
amantadine,Antiparkinson Agents Other,
chlorpromazine,1st Generation/Typical,
chlorpromazine,1st Generation/Typical,
chlorpromazine,1st Generation/Typical,
chlorpromazine,1st Generation/Typical,
chlorpromazine,1st Generation/Typical,
fluphenazine,1st Generation/Typical,
fluphenazine,1st Generation/Typical,
fluphenazine,1st Generation/Typical,
fluphenazine,1st Generation/Typical,
fluphenazine,1st Generation/Typical,
haloperidol,1st Generation/Typical,
haloperidol,1st Generation/Typical,
haloperidol,1st Generation/Typical,
loxapine,1st Generation/Typical,
loxapine,1st Generation/Typical,
loxapine,1st Generation/Typical,
perphenazine,1st Generation/Typical,
perphenazine,1st Generation/Typical,
perphenazine,1st Generation/Typical,
perphenazine,1st Generation/Typical,
perphenazine,1st Generation/Typical,
perphenazine,1st Generation/Typical,
pimozide,1st Generation/Typical,
prochlorperazine,1st Generation/Typical,
prochlorperazine,1st Generation/Typical,
prochlorperazine,1st Generation/Typical,
prochlorperazine,1st Generation/Typical,
thioridazine,1st Generation/Typical,
thioridazine,1st Generation/Typical,
thiothixene,1st Generation/Typical,
thiothixene,1st Generation/Typical,
trifluoperazine,1st Generation/Typical,
trifluoperazine,1st Generation/Typical,
trifluoperazine,1st Generation/Typical,
aripiprazole,2nd Generation/Atypical,
aripiprazole,2nd Generation/Atypical,
aripiprazole,2nd Generation/Atypical,
aripiprazole,2nd Generation/Atypical,
asenapine,2nd Generation/Atypical,
iloperidone,2nd Generation/Atypical,
lurasidone,2nd Generation/Atypical,
olanzapine,2nd Generation/Atypical,
olanzapine,2nd Generation/Atypical,
quetiapine,2nd Generation/Atypical,
quetiapine,2nd Generation/Atypical,
paliperidone,2nd Generation/Atypical,
paliperidone,2nd Generation/Atypical,
risperidone,2nd Generation/Atypical,
ziprasidone,2nd Generation/Atypical,
ziprasidone,2nd Generation/Atypical,
ziprasidone,2nd Generation/Atypical,
clozapine,Treatment-Resistant,
cidofovir,Anti-cytomegalovirus (CMV) Agents,
foscarnet,Anti-cytomegalovirus (CMV) Agents,
foscarnet,Anti-cytomegalovirus (CMV) Agents,
ganciclovir,Anti-cytomegalovirus (CMV) Agents,
ganciclovir,Anti-cytomegalovirus (CMV) Agents,
valganciclovir,Anti-cytomegalovirus (CMV) Agents,
valganciclovir,Anti-cytomegalovirus (CMV) Agents,
adefovir,Anti-hepatitis B (HBV) Agents,
adefovir,Anti-hepatitis B (HBV) Agents,
entecavir,Anti-hepatitis B (HBV) Agents,
entecavir,Anti-hepatitis B (HBV) Agents,
lamivudine,Anti-hepatitis B (HBV) Agents,
ribavirin,Anti-hepatitis B (HBV) Agents,
telbivudine,Anti-hepatitis B (HBV) Agents,
tenofovir,Anti-hepatitis B (HBV) Agents,
tenofovir,Anti-hepatitis B (HBV) Agents,
tenofovir,Anti-hepatitis B (HBV) Agents,
tenofovir,Anti-hepatitis B (HBV) Agents,
interferon alfa-2b recombinant,Anti-hepatitis B (HBV) Agents,
interferon alfa-n3,Anti-hepatitis B (HBV) Agents,
peginterferon alfa-2a,Anti-hepatitis B (HBV) Agents,
peginterferon alfa-2b,Anti-hepatitis B (HBV) Agents,
ribavirin,Anti-hepatitis C (HCV) Agents,
interferon alfa-2b recombinant,Anti-hepatitis C (HCV) Agents,
interferon alfa-n3,Anti-hepatitis C (HCV) Agents,
interferon alfacon-1,Anti-hepatitis C (HCV) Agents,
peginterferon alfa-2a,Anti-hepatitis C (HCV) Agents,
peginterferon alfa-2b,Anti-hepatitis C (HCV) Agents,
boceprevir,Anti-hepatitis C (HCV) Agents,
simeprevir,Anti-hepatitis C (HCV) Agents,
simeprevir,Anti-hepatitis C (HCV) Agents,
telaprevir,Anti-hepatitis C (HCV) Agents,
sofosbuvir,Anti-hepatitis C (HCV) Agents,
acyclovir,Antiherpetic Agents,
acyclovir,Antiherpetic Agents,
famciclovir,Antiherpetic Agents,
foscarnet,Antiherpetic Agents,
foscarnet,Antiherpetic Agents,
idoxuridine,Antiherpetic Agents,
trifluridine,Antiherpetic Agents,
penciclovir,Antiherpetic Agents,
penciclovir,Antiherpetic Agents,
valacyclovir,Antiherpetic Agents,
valacyclovir,Antiherpetic Agents,
delavirdine,NNRTI,
delavirdine,NNRTI,
efavirenz,NNRTI,
etravirine,NNRTI,
nevirapine,NNRTI,
rilpivirine,NNRTI,
rilpivirine,NNRTI,
abacavir,NRTI,
abacavir,NRTI,
abacavir,NRTI,
abacavir and lamivudine,NRTI,
didanosine,NRTI,
emtricitabine,NRTI,
emtricitabine and tenofovir,NRTI,
lamivudine,NRTI,
lamivudine and zidovudine,NRTI,
stavudine,NRTI,
tenofovir,NRTI,
tenofovir,NRTI,
tenofovir,NRTI,
tenofovir,NRTI,
zidovudine,NRTI,
atazanavir,Anti-HIV Agents,
atazanavir,Anti-HIV Agents,
darunavir,Anti-HIV Agents,
darunavir,Anti-HIV Agents,
fosamprenavir,Anti-HIV Agents,
fosamprenavir,Anti-HIV Agents,
fosamprenavir,Anti-HIV Agents,
fosamprenavir,Anti-HIV Agents,
indinavir,Anti-HIV Agents,
indinavir,Anti-HIV Agents,
indinavir,Anti-HIV Agents,
lopinavir and ritonavir,Anti-HIV Agents,
nelfinavir,Anti-HIV Agents,
nelfinavir,Anti-HIV Agents,
ritonavir,Anti-HIV Agents,
saquinavir,Anti-HIV Agents,
saquinavir,Anti-HIV Agents,
tipranavir,Anti-HIV Agents,
tipranavir,Anti-HIV Agents,
dolutegravir,INSTI,
dolutegravir,INSTI,
raltegravir,INSTI,
raltegravir,INSTI,
enfuvirtide,Anti-HIV Agents - Other,
maraviroc,Anti-HIV Agents - Other,
raltegravir,Anti-HIV Agents - Other,
raltegravir,Anti-HIV Agents - Other,
amantadine,Anti-influenza Agents,
amantadine,Anti-influenza Agents,
oseltamivir,Anti-influenza Agents,
oseltamivir,Anti-influenza Agents,
rimantadine,Anti-influenza Agents,
rimantadine,Anti-influenza Agents,
zanamivir,Anti-influenza Agents,
zanamivir,Anti-influenza Agents,
alprazolam,Benzodiazepines,
chlordiazepoxide,Benzodiazepines,
chlordiazepoxide,Benzodiazepines,
clonazepam,Benzodiazepines,
clorazepate,Benzodiazepines,
clorazepate,Benzodiazepines,
diazepam,Benzodiazepines,
lorazepam,Benzodiazepines,
oxazepam,Benzodiazepines,
carbamazepine,Mood Stabilizers,
divalproex,Mood Stabilizers,
lamotrigine,Mood Stabilizers,
lithium,Mood Stabilizers,
lithium,Mood Stabilizers,
lithium,Mood Stabilizers,
lithium,Mood Stabilizers,
lithium,Mood Stabilizers,
lithium,Mood Stabilizers,
lithium,Mood Stabilizers,
lithium,Mood Stabilizers,
valproate,Mood Stabilizers,
valproate,Mood Stabilizers,
valproate,Mood Stabilizers,
valproate,Mood Stabilizers,
aripiprazole,Bipolar Agents,
aripiprazole,Bipolar Agents,
aripiprazole,Bipolar Agents,
aripiprazole,Bipolar Agents,
asenapine,Bipolar Agents,
olanzapine,Bipolar Agents,
olanzapine,Bipolar Agents,
quetiapine,Bipolar Agents,
quetiapine,Bipolar Agents,
risperidone,Bipolar Agents,
ziprasidone,Bipolar Agents,
ziprasidone,Bipolar Agents,
ziprasidone,Bipolar Agents,
acarbose,Antidiabetic Agents,
miglitol,Antidiabetic Agents,
pramlintide,Antidiabetic Agents,
pramlintide,Antidiabetic Agents,
metformin,Antidiabetic Agents,
metformin,Antidiabetic Agents,
colesevelam,Antidiabetic Agents,
colesevelam,Antidiabetic Agents,
alogliptin,Antidiabetic Agents,
linagliptin,Antidiabetic Agents,
saxagliptin,Antidiabetic Agents,
saxagliptin,Antidiabetic Agents,
saxagliptin,Antidiabetic Agents,
sitagliptin,Antidiabetic Agents,
sitagliptin,Antidiabetic Agents,
bromocriptine,Antidiabetic Agents,
bromocriptine,Antidiabetic Agents,
exenatide,Antidiabetic Agents,
liraglutide,Antidiabetic Agents,
nateglinide,Antidiabetic Agents,
repaglinide,Antidiabetic Agents,
canagliflozin,Antidiabetic Agents,
chlorpropamide,Antidiabetic Agents,
glimepiride,Antidiabetic Agents,
glipizide,Antidiabetic Agents,
glyburide,Antidiabetic Agents,
tolazamide,Antidiabetic Agents,
tolbutamide,Antidiabetic Agents,
tolbutamide,Antidiabetic Agents,
pioglitazone,Antidiabetic Agents,
pioglitazone,Antidiabetic Agents,
rosiglitazone,Antidiabetic Agents,
rosiglitazone,Antidiabetic Agents,
diazoxide,Glycemic Agents,
glucagon,Glycemic Agents,
glucagon,Glycemic Agents,
insulin aspart,Insulins,
insulin glulisine,Insulins,
insulin lispro,Insulins,
insulin human (regular),Insulins,
isophane insulin (human),Insulins,
isophane insulin (human),Insulins,
insulin detemir,Insulins,
insulin glargine,Insulins,
dabigatran,Anticoagulants,
dabigatran,Anticoagulants,
dabigatran,Anticoagulants,
apixaban,Anticoagulants,
rivaroxaban,Anticoagulants,
fondaparinux,Anticoagulants,
dalteparin,Anticoagulants,
enoxaparin,Anticoagulants,
warfarin,Anticoagulants,
warfarin,Anticoagulants,
warfarin,Anticoagulants,
filgrastim,Blood Formation Modifiers,
pegfilgrastim,Blood Formation Modifiers,
sargramostim,Blood Formation Modifiers,
darbepoetin alfa,Blood Formation Modifiers,
epoetin alfa,Blood Formation Modifiers,
anagrelide,Blood Formation Modifiers,
anagrelide,Blood Formation Modifiers,
anagrelide,Blood Formation Modifiers,
eltrombopag olamine,Blood Formation Modifiers,
romiplostim,Blood Formation Modifiers,
plerixafor,Blood Formation Modifiers,
tranexamic acid,Coagulants,
clopidogrel,Platelet Modifying Agents,
clopidogrel,Platelet Modifying Agents,
prasugrel,Platelet Modifying Agents,
ticlopidine,Platelet Modifying Agents,
ticlopidine,Platelet Modifying Agents,
ticagrelor,Platelet Modifying Agents,
dipyridamole,Platelet Modifying Agents,
cilostazol,Platelet Modifying Agents,
clonidine,Alpha-adrenergic Agonists,
clonidine,Alpha-adrenergic Agonists,
guanfacine,Alpha-adrenergic Agonists,
guanfacine,Alpha-adrenergic Agonists,
methyldopa,Alpha-adrenergic Agonists,
methyldopa,Alpha-adrenergic Agonists,
methyldopate,Alpha-adrenergic Agonists,
midodrine,Alpha-adrenergic Agonists,
midodrine,Alpha-adrenergic Agonists,
phenylephrine,Alpha-adrenergic Agonists,
phenylephrine,Alpha-adrenergic Agonists,
phenylephrine,Alpha-adrenergic Agonists,
phenylephrine,Alpha-adrenergic Agonists,
doxazosin,Alpha-adrenergic Blocking Agents,
doxazosin,Alpha-adrenergic Blocking Agents,
phenoxybenzamine,Alpha-adrenergic Blocking Agents,
phenoxybenzamine,Alpha-adrenergic Blocking Agents,
prazosin,Alpha-adrenergic Blocking Agents,
prazosin,Alpha-adrenergic Blocking Agents,
terazosin,Alpha-adrenergic Blocking Agents,
terazosin,Alpha-adrenergic Blocking Agents,
benazepril,Angiotensin-converting Enzyme (ACE) Inhibitors,
benazepril,Angiotensin-converting Enzyme (ACE) Inhibitors,
captopril,Angiotensin-converting Enzyme (ACE) Inhibitors,
enalapril,Angiotensin-converting Enzyme (ACE) Inhibitors,
enalapril,Angiotensin-converting Enzyme (ACE) Inhibitors,
fosinopril,Angiotensin-converting Enzyme (ACE) Inhibitors,
fosinopril,Angiotensin-converting Enzyme (ACE) Inhibitors,
lisinopril,Angiotensin-converting Enzyme (ACE) Inhibitors,
lisinopril,Angiotensin-converting Enzyme (ACE) Inhibitors,
moexipril,Angiotensin-converting Enzyme (ACE) Inhibitors,
moexipril,Angiotensin-converting Enzyme (ACE) Inhibitors,
perindopril,Angiotensin-converting Enzyme (ACE) Inhibitors,
perindopril,Angiotensin-converting Enzyme (ACE) Inhibitors,
quinapril,Angiotensin-converting Enzyme (ACE) Inhibitors,
quinapril,Angiotensin-converting Enzyme (ACE) Inhibitors,
ramipril,Angiotensin-converting Enzyme (ACE) Inhibitors,
trandolapril,Angiotensin-converting Enzyme (ACE) Inhibitors,
azilsartan,Angiotensin II Receptor Antagonists,
azilsartan,Angiotensin II Receptor Antagonists,
azilsartan,Angiotensin II Receptor Antagonists,
candesartan,Angiotensin II Receptor Antagonists,
candesartan,Angiotensin II Receptor Antagonists,
eprosartan,Angiotensin II Receptor Antagonists,
eprosartan,Angiotensin II Receptor Antagonists,
irbesartan,Angiotensin II Receptor Antagonists,
losartan,Angiotensin II Receptor Antagonists,
losartan,Angiotensin II Receptor Antagonists,
olmesartan,Angiotensin II Receptor Antagonists,
olmesartan,Angiotensin II Receptor Antagonists,
telmisartan,Angiotensin II Receptor Antagonists,
valsartan,Angiotensin II Receptor Antagonists,
amiodarone,Antiarrhythmics,
amiodarone,Antiarrhythmics,
disopyramide,Antiarrhythmics,
disopyramide,Antiarrhythmics,
dofetilide,Antiarrhythmics,
dronedarone,Antiarrhythmics,
dronedarone,Antiarrhythmics,
flecainide,Antiarrhythmics,
flecainide,Antiarrhythmics,
mexiletine,Antiarrhythmics,
mexiletine,Antiarrhythmics,
procainamide,Antiarrhythmics,
procainamide,Antiarrhythmics,
propafenone,Antiarrhythmics,
propafenone,Antiarrhythmics,
quinidine,Antiarrhythmics,
quinidine,Antiarrhythmics,
quinidine,Antiarrhythmics,
quinidine,Antiarrhythmics,
quinidine,Antiarrhythmics,
sotalol,Antiarrhythmics,
sotalol,Antiarrhythmics,
acebutolol,Beta-adrenergic Blocking Agents,
acebutolol,Beta-adrenergic Blocking Agents,
atenolol,Beta-adrenergic Blocking Agents,
betaxolol,Beta-adrenergic Blocking Agents,
betaxolol,Beta-adrenergic Blocking Agents,
bisoprolol,Beta-adrenergic Blocking Agents,
bisoprolol,Beta-adrenergic Blocking Agents,
carvedilol,Beta-adrenergic Blocking Agents,
carvedilol,Beta-adrenergic Blocking Agents,
labetalol,Beta-adrenergic Blocking Agents,
labetalol,Beta-adrenergic Blocking Agents,
metoprolol,Beta-adrenergic Blocking Agents,
metoprolol,Beta-adrenergic Blocking Agents,
metoprolol,Beta-adrenergic Blocking Agents,
metoprolol,Beta-adrenergic Blocking Agents,
nadolol,Beta-adrenergic Blocking Agents,
nebivolol,Beta-adrenergic Blocking Agents,
nebivolol,Beta-adrenergic Blocking Agents,
penbutolol,Beta-adrenergic Blocking Agents,
penbutolol,Beta-adrenergic Blocking Agents,
pindolol,Beta-adrenergic Blocking Agents,
propranolol,Beta-adrenergic Blocking Agents,
propranolol,Beta-adrenergic Blocking Agents,
timolol,Beta-adrenergic Blocking Agents,
timolol,Beta-adrenergic Blocking Agents,
timolol,Beta-adrenergic Blocking Agents,
amlodipine,Calcium Channel Blocking Agents,
amlodipine,Calcium Channel Blocking Agents,
amlodipine,Calcium Channel Blocking Agents,
felodipine,Calcium Channel Blocking Agents,
isradipine,Calcium Channel Blocking Agents,
nicardipine,Calcium Channel Blocking Agents,
nicardipine,Calcium Channel Blocking Agents,
nifedipine,Calcium Channel Blocking Agents,
nimodipine,Calcium Channel Blocking Agents,
nisoldipine,Calcium Channel Blocking Agents,
diltiazem,Calcium Channel Blocking Agents,
diltiazem,Calcium Channel Blocking Agents,
diltiazem,Calcium Channel Blocking Agents,
verapamil,Calcium Channel Blocking Agents,
verapamil,Calcium Channel Blocking Agents,
acetazolamide,Diuretics Carbonic Anhydrase Inhibitors,
acetazolamide,Diuretics Carbonic Anhydrase Inhibitors,
methazolamide,Diuretics Carbonic Anhydrase Inhibitors,
bumetanide,Diuretics Loop,
ethacrynate/ethacrynic acid,Diuretics Loop,
ethacrynate/ethacrynic acid,Diuretics Loop,
furosemide,Diuretics Loop,
furosemide,Diuretics Loop,
furosemide,Diuretics Loop,
torsemide,Diuretics Loop,
amiloride,Diuretics Potassium-sparing,
amiloride,Diuretics Potassium-sparing,
eplerenone,Diuretics Potassium-sparing,
spironolactone,Diuretics Potassium-sparing,
triamterene,Diuretics Potassium-sparing,
bendroflumethiazide,Diuretics Thiazide,
chlorothiazide,Diuretics Thiazide,
chlorothiazide,Diuretics Thiazide,
chlorthalidone,Diuretics Thiazide,
hydrochlorothiazide,Diuretics Thiazide,
indapamide,Diuretics Thiazide,
indapamide,Diuretics Thiazide,
methyclothiazide,Diuretics Thiazide,
metolazone,Diuretics Thiazide,
choline fenofibrate,Dyslipidemics Fibric Acid Derivatives,
fenofibrate/fenofibric acid,Dyslipidemics Fibric Acid Derivatives,
gemfibrozil,Dyslipidemics Fibric Acid Derivatives,
atorvastatin,Dyslipidemics HMG CoA Reductase Inhibitors,
atorvastatin,Dyslipidemics HMG CoA Reductase Inhibitors,
atorvastatin,Dyslipidemics HMG CoA Reductase Inhibitors,
fluvastatin,Dyslipidemics HMG CoA Reductase Inhibitors,
fluvastatin,Dyslipidemics HMG CoA Reductase Inhibitors,
lovastatin,Dyslipidemics HMG CoA Reductase Inhibitors,
pitavastatin,Dyslipidemics HMG CoA Reductase Inhibitors,
pitavastatin,Dyslipidemics HMG CoA Reductase Inhibitors,
pravastatin,Dyslipidemics HMG CoA Reductase Inhibitors,
pravastatin,Dyslipidemics HMG CoA Reductase Inhibitors,
rosuvastatin,Dyslipidemics HMG CoA Reductase Inhibitors,
rosuvastatin,Dyslipidemics HMG CoA Reductase Inhibitors,
simvastatin,Dyslipidemics HMG CoA Reductase Inhibitors,
cholestyramine,Dyslipidemics Other,
colesevelam,Dyslipidemics Other,
colesevelam,Dyslipidemics Other,
colestipol,Dyslipidemics Other,
colestipol,Dyslipidemics Other,
ezetimibe,Dyslipidemics Other,
icosapent ethyl,Dyslipidemics Other,
lomitapide,Dyslipidemics Other,
lomitapide,Dyslipidemics Other,
mipomersen,Dyslipidemics Other,
niacin,Dyslipidemics Other,
omega-3-acid ethyl esters,Dyslipidemics Other,
hydralazine,Vasodilators Direct-acting Arterial,
hydralazine,Vasodilators Direct-acting Arterial,
hydralazine,Vasodilators Direct-acting Arterial,
minoxidil,Vasodilators Direct-acting Arterial,
isosorbide dinitrate,Vasodilators Direct-acting Arterial/Venous,
isosorbide mononitrate,Vasodilators Direct-acting Arterial/Venous,
nitroglycerin,Vasodilators Direct-acting Arterial/Venous,
aliskiren,Cardiovascular Agents Other,
aliskiren,Cardiovascular Agents Other,
digoxin,Cardiovascular Agents Other,
pentoxifylline,Cardiovascular Agents Other,
ranolazine,Cardiovascular Agents Other,
ranolazine,Cardiovascular Agents Other,
dextroamphetamine,Attention Deficit Hyperactivity Disorder Agents Amphetamines,
dextroamphetamine,Attention Deficit Hyperactivity Disorder Agents Amphetamines,
lisdexamfetamine,Attention Deficit Hyperactivity Disorder Agents Amphetamines,
lisdexamfetamine,Attention Deficit Hyperactivity Disorder Agents Amphetamines,
methamphetamine,Attention Deficit Hyperactivity Disorder Agents Amphetamines,
methamphetamine,Attention Deficit Hyperactivity Disorder Agents Amphetamines,
atomoxetine,Attention Deficit Hyperactivity Disorder Agents Non- amphetamines,
atomoxetine,Attention Deficit Hyperactivity Disorder Agents Non- amphetamines,
clonidine,Attention Deficit Hyperactivity Disorder Agents Non- amphetamines,
clonidine,Attention Deficit Hyperactivity Disorder Agents Non- amphetamines,
dexmethylphenidate,Attention Deficit Hyperactivity Disorder Agents Non- amphetamines,
dexmethylphenidate,Attention Deficit Hyperactivity Disorder Agents Non- amphetamines,
guanfacine,Attention Deficit Hyperactivity Disorder Agents Non- amphetamines,
guanfacine,Attention Deficit Hyperactivity Disorder Agents Non- amphetamines,
methylphenidate,Attention Deficit Hyperactivity Disorder Agents Non- amphetamines,
methylphenidate,Attention Deficit Hyperactivity Disorder Agents Non- amphetamines,
duloxetine,Fibromyalgia Agents,
duloxetine,Fibromyalgia Agents,
milnacipran,Fibromyalgia Agents,
milnacipran,Fibromyalgia Agents,
pregabalin,Fibromyalgia Agents,
interferon beta-1a,Multiple Sclerosis Agents,
interferon beta-1b,Multiple Sclerosis Agents,
dalfampridine,Multiple Sclerosis Agents,
teriflunomide,Multiple Sclerosis Agents,
fingolimod,Multiple Sclerosis Agents,
dimethyl fumarate,Multiple Sclerosis Agents,
glatiramer,Multiple Sclerosis Agents,
mitoxantrone,Multiple Sclerosis Agents,
mitoxantrone,Multiple Sclerosis Agents,
natalizumab,Multiple Sclerosis Agents,
gabapentin enacarbil,Central Nervous System,
tetrabenazine,Central Nervous System,
riluzole,Central Nervous System,
dextromethorphan/quinidine,Central Nervous System,
atropine,Antispasmodics Gastrointestinal,
atropine,Antispasmodics Gastrointestinal,
atropine,Antispasmodics Gastrointestinal,
atropine,Antispasmodics Gastrointestinal,
atropine,Antispasmodics Gastrointestinal,
atropine,Antispasmodics Gastrointestinal,
dicyclomine,Antispasmodics Gastrointestinal,
dicyclomine,Antispasmodics Gastrointestinal,
glycopyrrolate,Antispasmodics Gastrointestinal,
mepenzolate,Antispasmodics Gastrointestinal,
methscopolamine,Antispasmodics Gastrointestinal,
scopolamine,Antispasmodics Gastrointestinal,
scopolamine,Antispasmodics Gastrointestinal,
scopolamine,Antispasmodics Gastrointestinal,
cimetidine,Histamine2 (H2) receptor Antagonists,
cimetidine,Histamine2 (H2) receptor Antagonists,
famotidine,Histamine2 (H2) receptor Antagonists,
nizatidine,Histamine2 (H2) receptor Antagonists,
ranitidine,Histamine2 (H2) receptor Antagonists,
ranitidine,Histamine2 (H2) receptor Antagonists,
ranitidine,Histamine2 (H2) receptor Antagonists,
alosetron,Irritable Bowel Syndrome Agents,
alosetron,Irritable Bowel Syndrome Agents,
linaclotide,Irritable Bowel Syndrome Agents,
linaclotide,Irritable Bowel Syndrome Agents,
lubiprostone,Irritable Bowel Syndrome Agents,
lactulose,Laxatives,
misoprostol,Protectants,
sucralfate,Protectants,
dexlansoprazole,Proton Pump Inhibitors,
esomeprazole,Proton Pump Inhibitors,
esomeprazole,Proton Pump Inhibitors,
esomeprazole,Proton Pump Inhibitors,
esomeprazole,Proton Pump Inhibitors,
esomeprazole,Proton Pump Inhibitors,
lansoprazole,Proton Pump Inhibitors,
omeprazole,Proton Pump Inhibitors,
omeprazole,Proton Pump Inhibitors,
omeprazole,Proton Pump Inhibitors,
omeprazole,Proton Pump Inhibitors,
pantoprazole,Proton Pump Inhibitors,
